DATE,TIME,VCUR_ROT_int,UCUR_ROT_int,VCURrot_11m,UCURrot_11m,VCURrot_95m,UCURrot_95m,VCUR_int,UCUR_int,VCUR_11m,UCUR_11m,VCUR_95m,UCUR_95m
2016-12-26-08,736690.3333,-0.382, 0.032,-0.374, 0.093,-0.212, 0.045,-0.371,-0.094,-0.384,-0.034,-0.215,-0.026
2016-12-26-09, 736690.375,-0.403, 0.040,-0.370,-0.039,-0.238, 0.082,-0.394,-0.093,-0.337,-0.158,-0.251, 0.000
2016-12-26-10,736690.4167,-0.418, 0.039,-0.409,-0.063,-0.234, 0.081,-0.408,-0.099,-0.366,-0.193,-0.248,-0.000
2016-12-26-11,736690.4583,-0.434, 0.024,-0.506,-0.075,-0.172, 0.039,-0.418,-0.118,-0.455,-0.235,-0.175,-0.019
2016-12-26-12,   736690.5,-0.433, 0.013,-0.498,-0.033,-0.168, 0.004,-0.414,-0.129,-0.460,-0.193,-0.160,-0.051
2016-12-26-13,736690.5417,-0.439, 0.018,-0.483,-0.020,-0.163, 0.015,-0.421,-0.125,-0.450,-0.177,-0.159,-0.039
2016-12-26-14,736690.5833,-0.461, 0.027,-0.599, 0.038,-0.169,-0.019,-0.444,-0.125,-0.579,-0.160,-0.153,-0.073
2016-12-26-15, 736690.625,-0.483, 0.021,-0.690,-0.002,-0.206, 0.003,-0.464,-0.138,-0.651,-0.226,-0.196,-0.064
2016-12-26-16,736690.6667,-0.520, 0.013,-0.737, 0.007,-0.241, 0.012,-0.496,-0.157,-0.699,-0.233,-0.232,-0.067
2016-12-26-17,736690.7083,-0.527, 0.000,-0.789, 0.025,-0.209, 0.018,-0.499,-0.171,-0.754,-0.233,-0.203,-0.051
2016-12-26-18,  736690.75,-0.558,-0.008,-0.914, 0.131,-0.200,-0.041,-0.525,-0.189,-0.907,-0.174,-0.175,-0.104
2016-12-26-19,736690.7917,-0.575,-0.043,-1.030, 0.121,-0.237,-0.053,-0.529,-0.227,-1.013,-0.221,-0.207,-0.128
2016-12-26-20,736690.8333,-0.539,-0.083,-1.168, 0.072,-0.244,-0.027,-0.483,-0.254,-1.128,-0.312,-0.222,-0.105
2016-12-26-21, 736690.875,-0.531,-0.055,-0.985, 0.137,-0.242,-0.041,-0.484,-0.225,-0.976,-0.191,-0.215,-0.118
2016-12-26-22,736690.9167,-0.573,-0.055,-0.870, 0.109,-0.253,-0.066,-0.524,-0.239,-0.858,-0.180,-0.218,-0.144
2016-12-26-23,736690.9583,-0.581,-0.049,-0.697, 0.068,-0.290,-0.040,-0.533,-0.236,-0.681,-0.163,-0.261,-0.132
2016-12-27-00,     736691,-0.619,-0.048,-0.696, 0.034,-0.293,-0.030,-0.570,-0.247,-0.670,-0.195,-0.267,-0.124
2016-12-27-01,736691.0417,-0.629,-0.038,-0.756, 0.072,-0.277,-0.034,-0.583,-0.241,-0.738,-0.178,-0.251,-0.123
2016-12-27-02,736691.0833,-0.656,-0.033,-0.804, 0.058,-0.264,-0.021,-0.610,-0.245,-0.779,-0.207,-0.243,-0.106
2016-12-27-03, 736691.125,-0.639,-0.045,-0.854,-0.025,-0.266,-0.016,-0.589,-0.251,-0.799,-0.302,-0.246,-0.102
2016-12-27-04,736691.1667,-0.663,-0.038,-0.757,-0.074,-0.337,-0.035,-0.614,-0.252,-0.692,-0.316,-0.307,-0.143
2016-12-27-05,736691.2083,-0.695, 0.006,-0.705,-0.016,-0.335,-0.019,-0.659,-0.220,-0.661,-0.245,-0.310,-0.127
2016-12-27-06,  736691.25,-0.704, 0.004,-0.879, 0.019,-0.301,-0.023,-0.666,-0.225,-0.837,-0.269,-0.278,-0.120
2016-12-27-07,736691.2917,-0.686, 0.024,-0.846, 0.021,-0.292, 0.002,-0.656,-0.200,-0.807,-0.256,-0.277,-0.093
2016-12-27-08,736691.3333,-0.699, 0.014,-0.918,-0.021,-0.265, 0.000,-0.665,-0.214,-0.862,-0.319,-0.251,-0.086
2016-12-27-09, 736691.375,-0.605, 0.004,-0.845, 0.000,-0.273,-0.033,-0.573,-0.193,-0.799,-0.275,-0.247,-0.120
2016-12-27-10,736691.4167,-0.635,-0.020,-0.779,-0.023,-0.279,-0.042,-0.594,-0.225,-0.729,-0.276,-0.250,-0.131
2016-12-27-11,736691.4583,-0.617,-0.004,-0.713,-0.110,-0.280,-0.001,-0.582,-0.204,-0.638,-0.336,-0.264,-0.092
2016-12-27-12,   736691.5,-0.684,-0.043,-0.835,-0.279,-0.249, 0.009,-0.632,-0.264,-0.699,-0.535,-0.239,-0.072
2016-12-27-13,736691.5417,-0.624,-0.033,-0.880,-0.343,-0.230,-0.004,-0.579,-0.235,-0.720,-0.611,-0.216,-0.079
2016-12-27-14,736691.5833,-0.550,-0.045,-0.887,-0.284,-0.187,-0.056,-0.505,-0.222,-0.746,-0.557,-0.158,-0.114
2016-12-27-15, 736691.625,-0.506,-0.064,-0.863,-0.259,-0.160,-0.061,-0.458,-0.226,-0.732,-0.526,-0.132,-0.110
2016-12-27-16,736691.6667,-0.493,-0.088,-0.783,-0.245,-0.173,-0.077,-0.438,-0.244,-0.661,-0.487,-0.139,-0.129
2016-12-27-17,736691.7083,-0.467,-0.089,-0.688,-0.220,-0.171,-0.034,-0.412,-0.236,-0.579,-0.432,-0.150,-0.088
2016-12-27-18,  736691.75,-0.426,-0.097,-0.680,-0.227,-0.138,-0.032,-0.371,-0.231,-0.569,-0.436,-0.120,-0.075
2016-12-27-19,736691.7917,-0.373,-0.101,-0.611,-0.199,-0.115,-0.033,-0.320,-0.217,-0.513,-0.388,-0.098,-0.068
2016-12-27-20,736691.8333,-0.335,-0.103,-0.527,-0.277,-0.109,-0.040,-0.283,-0.207,-0.408,-0.433,-0.090,-0.073
2016-12-27-21, 736691.875,-0.306,-0.090,-0.607,-0.005,-0.096,-0.054,-0.260,-0.185,-0.572,-0.203,-0.073,-0.082
2016-12-27-22,736691.9167,-0.320,-0.083,-0.614, 0.056,-0.087,-0.042,-0.275,-0.183,-0.599,-0.147,-0.069,-0.068
2016-12-27-23,736691.9583,-0.295,-0.091,-0.557, 0.076,-0.091,-0.048,-0.249,-0.182,-0.552,-0.109,-0.071,-0.075
2016-12-28-00,     736692,-0.272,-0.091,-0.545, 0.097,-0.138,-0.041,-0.228,-0.175,-0.547,-0.086,-0.117,-0.083
2016-12-28-01,736692.0417,-0.312,-0.068,-0.526, 0.083,-0.152,-0.013,-0.273,-0.166,-0.524,-0.093,-0.140,-0.062
2016-12-28-02,736692.0833,-0.296,-0.058,-0.417, 0.166,-0.146,-0.020,-0.261,-0.151,-0.448, 0.021,-0.132,-0.067
2016-12-28-03, 736692.125,-0.328,-0.041,-0.443, 0.173,-0.158,-0.041,-0.297,-0.145,-0.475, 0.020,-0.136,-0.090
2016-12-28-04,736692.1667,-0.355,-0.024,-0.483,-0.028,-0.172, 0.002,-0.328,-0.138,-0.447,-0.184,-0.164,-0.054
2016-12-28-05,736692.2083,-0.350, 0.010,-0.495,-0.101,-0.184, 0.014,-0.335,-0.104,-0.435,-0.257,-0.178,-0.047
2016-12-28-06,  736692.25,-0.388,-0.024,-0.538,-0.132,-0.165, 0.004,-0.359,-0.149,-0.466,-0.300,-0.157,-0.050
2016-12-28-07,736692.2917,-0.374,-0.014,-0.583,-0.133,-0.142,-0.030,-0.349,-0.135,-0.508,-0.316,-0.124,-0.074
2016-12-28-08,736692.3333,-0.360,-0.011,-0.568,-0.092,-0.152,-0.047,-0.337,-0.128,-0.507,-0.271,-0.129,-0.094
2016-12-28-09, 736692.375,-0.352,-0.016,-0.572,-0.116,-0.148,-0.039,-0.328,-0.130,-0.503,-0.296,-0.127,-0.085
2016-12-28-10,736692.4167,-0.353,-0.010,-0.626,-0.188,-0.123,-0.042,-0.330,-0.124,-0.531,-0.382,-0.103,-0.080
2016-12-28-11,736692.4583,-0.368,-0.009,-0.653,-0.192,-0.150,-0.043,-0.345,-0.129,-0.555,-0.394,-0.128,-0.089
2016-12-28-12,   736692.5,-0.333,-0.024,-0.671,-0.127,-0.157,-0.041,-0.307,-0.131,-0.593,-0.339,-0.135,-0.090
2016-12-28-13,736692.5417,-0.321,-0.038,-0.687,-0.082,-0.163, 0.013,-0.291,-0.140,-0.623,-0.302,-0.158,-0.040
2016-12-28-14,736692.5833,-0.308,-0.040,-0.663, 0.019,-0.141,-0.009,-0.278,-0.138,-0.633,-0.198,-0.130,-0.054
2016-12-28-15, 736692.625,-0.290,-0.045,-0.657, 0.111,-0.104,-0.053,-0.260,-0.137,-0.657,-0.109,-0.081,-0.084
2016-12-28-16,736692.6667,-0.311,-0.046,-0.654, 0.058,-0.151,-0.046,-0.280,-0.145,-0.637,-0.158,-0.128,-0.093
2016-12-28-17,736692.7083,-0.313,-0.058,-0.653, 0.086,-0.147, 0.008,-0.277,-0.157,-0.645,-0.131,-0.142,-0.040
2016-12-28-18,  736692.75,-0.312,-0.064,-0.596, 0.194,-0.142,-0.032,-0.274,-0.162,-0.626,-0.011,-0.124,-0.076
2016-12-28-19,736692.7917,-0.307,-0.086,-0.550, 0.189,-0.123,-0.034,-0.262,-0.181,-0.581, 0.000,-0.105,-0.072
2016-12-28-20,736692.8333,-0.303,-0.088,-0.584, 0.193,-0.124,-0.002,-0.258,-0.182,-0.616,-0.008,-0.116,-0.042
2016-12-28-21, 736692.875,-0.335,-0.071,-0.546, 0.221,-0.106,-0.002,-0.294,-0.176,-0.588, 0.031,-0.100,-0.036
2016-12-28-22,736692.9167,-0.340,-0.072,-0.520, 0.159,-0.113,-0.035,-0.298,-0.179,-0.543,-0.019,-0.096,-0.070
2016-12-28-23,736692.9583,-0.360,-0.085,-0.437,-0.011,-0.127, 0.012,-0.313,-0.197,-0.410,-0.153,-0.124,-0.030
2016-12-29-00,     736693,-0.364,-0.088,-0.454,-0.082,-0.121, 0.019,-0.315,-0.202,-0.403,-0.225,-0.120,-0.021
2016-12-29-01,736693.0417,-0.353,-0.086,-0.424,-0.057,-0.110,-0.001,-0.306,-0.197,-0.383,-0.192,-0.104,-0.037
2016-12-29-02,736693.0833,-0.321,-0.114,-0.439,-0.049,-0.108,-0.019,-0.266,-0.213,-0.399,-0.189,-0.096,-0.053
2016-12-29-03, 736693.125,-0.316,-0.087,-0.463,-0.136,-0.094,-0.021,-0.271,-0.185,-0.393,-0.280,-0.082,-0.051
2016-12-29-04,736693.1667,-0.348,-0.061,-0.478,-0.164,-0.126,-0.039,-0.309,-0.171,-0.399,-0.311,-0.107,-0.078
2016-12-29-05,736693.2083,-0.372,-0.064,-0.508,-0.222,-0.150,-0.002,-0.331,-0.181,-0.408,-0.376,-0.141,-0.051
2016-12-29-06,  736693.25,-0.366,-0.051,-0.548,-0.229,-0.133,-0.004,-0.329,-0.167,-0.443,-0.395,-0.125,-0.047
2016-12-29-07,736693.2917,-0.352,-0.043,-0.584,-0.227,-0.138, 0.003,-0.318,-0.155,-0.478,-0.404,-0.132,-0.042
2016-12-29-08,736693.3333,-0.333,-0.031,-0.616,-0.210,-0.126,-0.011,-0.305,-0.137,-0.514,-0.399,-0.115,-0.051
2016-12-29-09, 736693.375,-0.329,-0.021,-0.626,-0.194,-0.121, 0.007,-0.304,-0.127,-0.529,-0.387,-0.117,-0.033
2016-12-29-10,736693.4167,-0.323,-0.021,-0.612,-0.137,-0.124,-0.020,-0.298,-0.125,-0.534,-0.329,-0.110,-0.059
2016-12-29-11,736693.4583,-0.316,-0.013,-0.591,-0.133,-0.118,-0.014,-0.294,-0.115,-0.516,-0.318,-0.108,-0.051
2016-12-29-12,   736693.5,-0.287,-0.013,-0.651,-0.065,-0.092,-0.042,-0.267,-0.105,-0.595,-0.274,-0.074,-0.070
2016-12-29-13,736693.5417,-0.259,-0.018,-0.607,-0.021,-0.101,-0.041,-0.239,-0.101,-0.567,-0.217,-0.083,-0.071
2016-12-29-14,736693.5833,-0.237,-0.025,-0.571, 0.028,-0.100,-0.025,-0.216,-0.101,-0.549,-0.160,-0.087,-0.056
2016-12-29-15, 736693.625,-0.216,-0.031,-0.507, 0.090,-0.089,-0.054,-0.195,-0.099,-0.509,-0.080,-0.066,-0.080
2016-12-29-16,736693.6667,-0.199,-0.032,-0.464, 0.088,-0.095,-0.031,-0.177,-0.095,-0.467,-0.068,-0.080,-0.060
2016-12-29-17,736693.7083,-0.187,-0.042,-0.410, 0.080,-0.096,-0.011,-0.164,-0.101,-0.414,-0.058,-0.087,-0.042
2016-12-29-18,  736693.75,-0.180,-0.049,-0.353, 0.087,-0.085, 0.018,-0.154,-0.105,-0.363,-0.033,-0.086,-0.010
2016-12-29-19,736693.7917,-0.192,-0.035,-0.281, 0.068,-0.088, 0.045,-0.170,-0.095,-0.287,-0.027,-0.098, 0.014
2016-12-29-20,736693.8333,-0.202,-0.017,-0.216,-0.009,-0.076, 0.082,-0.186,-0.082,-0.202,-0.079,-0.098, 0.053
2016-12-29-21, 736693.875,-0.197,-0.018,-0.215,-0.062,-0.057, 0.044,-0.180,-0.081,-0.183,-0.128,-0.068, 0.023
2016-12-29-22,736693.9167,-0.206,-0.004,-0.364,-0.185,-0.029, 0.023,-0.193,-0.071,-0.284,-0.293,-0.035, 0.012
2016-12-29-23,736693.9583,-0.202, 0.009,-0.486,-0.209,-0.014, 0.028,-0.194,-0.057,-0.391,-0.356,-0.022, 0.022
2016-12-30-00,     736694,-0.203,-0.006,-0.462,-0.201,-0.013, 0.023,-0.190,-0.072,-0.371,-0.340,-0.020, 0.018
2016-12-30-01,736694.0417,-0.183, 0.002,-0.416,-0.085,-0.020, 0.035,-0.174,-0.057,-0.366,-0.216,-0.031, 0.027
2016-12-30-02,736694.0833,-0.182, 0.007,-0.378,-0.152,-0.030,-0.007,-0.174,-0.052,-0.308,-0.267,-0.026,-0.017
2016-12-30-03, 736694.125,-0.156,-0.000,-0.335,-0.176,-0.035, 0.001,-0.147,-0.051,-0.259,-0.275,-0.033,-0.011
2016-12-30-04,736694.1667,-0.151,-0.003,-0.299,-0.129,-0.071,-0.004,-0.142,-0.052,-0.241,-0.219,-0.065,-0.027
2016-12-30-05,736694.2083,-0.149, 0.004,-0.284,-0.114,-0.077,-0.012,-0.143,-0.044,-0.231,-0.200,-0.069,-0.036
2016-12-30-06,  736694.25,-0.146, 0.009,-0.286,-0.096,-0.087,-0.010,-0.140,-0.039,-0.239,-0.184,-0.079,-0.037
2016-12-30-07,736694.2917,-0.144, 0.006,-0.300,-0.088,-0.096, 0.026,-0.138,-0.041,-0.255,-0.181,-0.099,-0.007
2016-12-30-08,736694.3333,-0.150, 0.016,-0.286,-0.080,-0.092, 0.047,-0.147,-0.034,-0.244,-0.168,-0.103, 0.015
2016-12-30-09, 736694.375,-0.164, 0.021,-0.317,-0.094,-0.098, 0.050,-0.162,-0.033,-0.269,-0.192,-0.109, 0.016
2016-12-30-10,736694.4167,-0.155, 0.030,-0.309,-0.022,-0.112, 0.061,-0.157,-0.022,-0.285,-0.122,-0.126, 0.021
2016-12-30-11,736694.4583,-0.154, 0.034,-0.271, 0.009,-0.103, 0.060,-0.157,-0.018,-0.259,-0.080,-0.117, 0.023
2016-12-30-12,   736694.5,-0.152, 0.049,-0.214, 0.047,-0.123, 0.078,-0.160,-0.004,-0.218,-0.025,-0.142, 0.033
2016-12-30-13,736694.5417,-0.122, 0.067,-0.144, 0.111,-0.084, 0.066,-0.137, 0.024,-0.172, 0.059,-0.101, 0.035
2016-12-30-14,736694.5833,-0.102, 0.095,-0.080, 0.126,-0.055, 0.041,-0.128, 0.057,-0.117, 0.093,-0.065, 0.020
2016-12-30-15, 736694.625,-0.091, 0.101,-0.180, 0.038,-0.006, 0.091,-0.120, 0.066,-0.183,-0.022,-0.035, 0.084
2016-12-30-16,736694.6667,-0.084, 0.057,-0.225, 0.103,-0.009, 0.050,-0.098, 0.027,-0.246, 0.024,-0.025, 0.044
2016-12-30-17,736694.7083,-0.091, 0.039,-0.276, 0.148, 0.006, 0.032,-0.099, 0.007,-0.309, 0.050,-0.005, 0.032
2016-12-30-18,  736694.75,-0.080, 0.047,-0.237, 0.138, 0.045, 0.056,-0.091, 0.018,-0.269, 0.053, 0.025, 0.068
2016-12-30-19,736694.7917,-0.068, 0.051,-0.146, 0.108, 0.017, 0.053,-0.081, 0.027,-0.173, 0.055,-0.001, 0.055
2016-12-30-20,736694.8333,-0.060, 0.029,-0.123,-0.035, 0.016, 0.106,-0.066, 0.008,-0.105,-0.074,-0.019, 0.105
2016-12-30-21, 736694.875,-0.091,-0.003,-0.180,-0.152, 0.029, 0.139,-0.085,-0.032,-0.121,-0.203,-0.018, 0.141
2016-12-30-22,736694.9167,-0.118, 0.028,-0.342,-0.141, 0.083, 0.078,-0.121,-0.013,-0.278,-0.244, 0.053, 0.101
2016-12-30-23,736694.9583,-0.083, 0.027,-0.331, 0.003, 0.080, 0.025,-0.087,-0.001,-0.314,-0.105, 0.067, 0.050
2016-12-31-00,     736695,-0.090, 0.015,-0.325, 0.080, 0.061, 0.008,-0.090,-0.015,-0.334,-0.030, 0.055, 0.027
2016-12-31-01,736695.0417,-0.105, 0.011,-0.354, 0.103, 0.033,-0.041,-0.103,-0.023,-0.368,-0.018, 0.044,-0.028
2016-12-31-02,736695.0833,-0.121, 0.001,-0.377, 0.094, 0.012,-0.052,-0.115,-0.039,-0.387,-0.034, 0.028,-0.046
2016-12-31-03, 736695.125,-0.133,-0.004,-0.372, 0.106,-0.008,-0.043,-0.124,-0.047,-0.386,-0.021, 0.007,-0.043
2016-12-31-04,736695.1667,-0.161,-0.013,-0.346, 0.054,-0.039,-0.026,-0.148,-0.065,-0.345,-0.061,-0.029,-0.038
2016-12-31-05,736695.2083,-0.193,-0.016,-0.350,-0.089,-0.087, 0.020,-0.177,-0.078,-0.302,-0.198,-0.089,-0.010
2016-12-31-06,  736695.25,-0.195,-0.021,-0.366,-0.174,-0.080, 0.033,-0.177,-0.084,-0.290,-0.284,-0.086, 0.005
2016-12-31-07,736695.2917,-0.192,-0.031,-0.413,-0.162,-0.089, 0.041,-0.171,-0.092,-0.337,-0.287,-0.098, 0.010
2016-12-31-08,736695.3333,-0.173,-0.036,-0.369,-0.151,-0.078, 0.034,-0.152,-0.090,-0.300,-0.263,-0.085, 0.006
2016-12-31-09, 736695.375,-0.156,-0.016,-0.316,-0.129,-0.068, 0.038,-0.142,-0.066,-0.257,-0.225,-0.076, 0.014
2016-12-31-10,736695.4167,-0.150,-0.002,-0.262,-0.212,-0.085, 0.076,-0.141,-0.051,-0.179,-0.286,-0.105, 0.044
